"LISP 1.5","LISP 1"
"LISP 1.5","LOGO"
"LISP 1.5","Smalltalk"
"LiveScript","CMM"
"LiveScript","JavaScript"
"Logo","Lisp 1.5"
"Logo","Object Logo"
"M","M ANSI"
"M","MUMPS ISO"
"M ANSI","M"
"M ANSI","Open M"
"M ISO","Open M"
"ML","Miranda"
"ML","SML"
"MUMPS","MUMPS (ANSI)"
"MUMPS (ANSI)","MUMPS"
"MUMPS (ANSI)","MUMPS (FIPS)"
"MUMPS (FIPS)","MUMPS (ANSI)"
"MUMPS (FIPS)","MUMPS ISO"
"MUMPS ISO","M"
"MUMPS ISO","MUMPS (FIPS)"
"Mesa","ALGOL 68"
"Mesa","Cedar"
"Mesa","Modula 2"
"Mesa","Pascal"
"Miranda","Haskell 1.0"
"Miranda","KRC"
"Miranda","ML"
"Miranda","SASL"
"Modula","Modula 2"
"Modula","Pascal"
"Modula 2","Mesa"
"Modula 2","Modula"
"Modula 2","Modula 2 ISO"
"Modula 2 ISO","Modula 2"
"Modula 2 ISO","Modula 3"
"Modula 2 ISO","Oberon"
"Modulla 3","Modulla 2"
"Modulla 3","Modulla 2 ISO"
"Ms Basic 2.0","Basic"
"Ms Basic 2.0","Visual Basic 1.0"
"NetRexx","NetRexx 1.150"
"NetRexx","Oak"
"NetRexx","Rex 3.20"
"NetRexx 1.150","NetRexx"
"OO COBOL","COBOL 2002"
"OO COBOL","COBOL 85 OSI/ANSI"
"Oak","Ada 83 ANSI"
"Oak","C++"
"Oak","Cedar"
"Oak","Java 1"
"Oak","NetRexx"
"Oak","Objective-C"
"Oak","SmallTalk-80"
"Oberon","Modula 2"
"Oberon","Oberon-2"
"Oberon-2","Oberon"
"Object Pascal","Pascal AFNOR"
"Object Rexx","NetRexx"
"Object Rexx","Rexx 3.20"
"Objective Caml","Caml 3.1"
"Objective-C","C(K&R)"
"Objective-C","ISO C(95)"
"Objective-C","ISO C(99)"
"Objective-C","Oak"
"Objective-C","SmallTalk-80"
"Open M","M ANSI"
"Open M","M ISO"
"PHP 2.0","PHP 3.0"
"PHP 2.0","PHP/Fl"
"PHP 3.0","PHP 2.0"
"PHP 3.0","PHP 4.0"
"PHP 4.0","PHP 3.0"
"PHP 4.0","PHP 4.1.0"
"PHP 4.1.0","PHP 4.0"
"PHP 4.1.0","PHP 4.2.0"
"PHP 4.2.0","PHP 4.1.0"
"PHP 4.2.0","PHP 4.2.2"
"PHP 4.2.2","PHP 4.2.0"
"PHP 4.2.2","PHP 4.2.3"
"PHP 4.2.3","PHP 4.2.2"
"PHP 4.2.3","PHP 4.3.0"
"PHP 4.3.0","PHP 4.2.3"
"PHP 4.3.0","PHP 4.3.1"
"PHP 4.3.1","PHP 4.3.0"
"PHP 4.3.1","PHP 4.3.2"
"PHP 4.3.2","PHP 4.3.1"
"PHP 4.3.2","PHP 4.3.3"
"PHP 4.3.3","PHP 4.3.2"
"PHP/Fl","PHP 2.0"
"PHP/Fl","Perl 5.000"
"PL/1 ANS","PL/I"
"PL/1 ANS","PL/M"
"PL/I","ALGOL 60"
"PL/I","COBOL61 EXTENDED"
"PL/I","FORTRAN IV"
"PL/I","PL/1 ANS"
"PL/I","PL/M"
"Pascal","ALGOL 68"
"Pascal","Ada"
"Pascal","CLU"
"Pascal","Mesa"
"Pascal","Modula"
"Pascal","Pascal Afnor"
"Pascal AFNOR","ALGOL 68"
"Pascal AFNOR","Ada"
"Pascal AFNOR","Borland Pascal Object"
"Pascal AFNOR","CLU"
"Pascal AFNOR","Mesa"
"Pascal AFNOR","Modula"
"Pascal AFNOR","Object Pascal"
"Pascal AFNOR","Pascal"
"Perl 5.000","PHP/Fl"
"Perl 5.000","Perl 4.000"
"Perl 5.000","Perl 5.005_50"
"Perl 5.000","Ruby"
"Perl 5.005_50","PHP/Fl"
"Perl 5.005_50","Perl 5.000"
"Perl 5.005_50","Perl 5.6.0"
"Perl 5.6.0","Perl 5.005_50"
"Perl 5.6.0","Perl 5.7.0"
"Perl 5.7.0","Perl 5.6.0"
"Perl 5.7.0","Perl 5.8.0"
"Perl 5.8.0","Perl 5.7.0"
"Perl 5.8.0","Perl 5.8.2"
"Perl 5.8.2","Perl 5.8.0"
"PostScript","Forth"
"PostScript","PostScript Level 2"
"PostScript Level 2","PostScript"
"PostScript Level 2","PostScript Level 3"
"PostScript Level 3","PostScript Level 2"
"Prolog","Prolog II"
"Prolog II","Prolog"
"Prolog II","Prolog III"
"Prolog III","Prolog II"
"Prolog III","Prolog IV"
"Prolog IV","Prolog III"
"Python","ANSI C(C89)"
"Python","Modulla 3"
"Python","Python 1.5.2"
"Python","Ruby"
"Python 1.5.2","Python"
"Python 1.5.2","Python 1.6"
"Python 1.5.2","Ruby"
"Python 1.6","Python 1.5.2"
"Python 1.6","Python 2"
"Python 2.0","Python 1.6"
"Python 2.0","Python 2.1"
"Python 2.1","Python 2.0"
"Python 2.1","Python 2.2"
"Python 2.2","Python 2.1"
"Python 2.2","Python 2.2.1"
"Python 2.2.1","Python 2.2"
"Python 2.2.1","Python 2.2.2"
"Python 2.2.2","Python 2.2.1"
"Python 2.2.2","Python 2.3a2"
"Python 2.2.3","Python 2.3"
"Python 2.2.3","Python 2.3a2"
"Python 2.3","Python 2.2.3"
"Python 2.3","Python 2.31"
"Python 2.3.1","Python 2.3"
"Python 2.3a2","Python 2.2.2"
"Python 2.3a2","Python 2.2.3"
"Rex 1.00","Rex 2.0"
"Rex 1.00","awk"
"Rex 1.00","csh"
"Rex 2.00","Rex 1.00"
"Rex 2.00","Rex 3.00"
"Rex 3.00","Rex 2.00"
"Rex 3.00","Rexx 3.20"
"Rexx 3.20","NetRexx"
"Rexx 3.20","Object Rexx"
"Rexx 3.20","Rex 3.00"
"Ruby","Eiffel 2"
"Ruby","Perl 4.000"
"Ruby","Python"
"Ruby","Ruby 0.95"
"Ruby","SmallTalk-80"
"Ruby 0.95","Ruby"
"Ruby 0.95","Ruby 1.1 alpha 0"
"Ruby 1.1 alpha 0","Ruby 0.95"
"Ruby 1.1 alpha 0","Ruby 1.3.2"
"Ruby 1.1 alpha 0","Ruby 0"
"Ruby 1.3.2","Ruby 1.1 alpha 0"
"Ruby 1.3.2","Ruby 1.6.1"
"Ruby 1.6.1","Ruby 1.3.2"
"Ruby 1.6.1","Ruby 1.6.5"
"Ruby 1.6.5","Ruby 1.6.1"
"Ruby 1.6.5","Ruby 1.6.7"
"Ruby 1.6.7","Ruby 1.6.5"
"Ruby 1.6.7","Ruby 1.6.8"
"Ruby 1.6.8","Ruby 1.6.7"
"Ruby 1.6.8","Ruby 1.8"
"Ruby 1.8","Ruby 1.6.8"
"SASL","ISWIM"
"SASL","KRC"
"SASL","Miranda"
"SML","ML"
"SML","Miranda"
"SML","SML '90"
"SML '90","SML"
"SML '90","SML '97"
"SML '97","SML '90"
"SNOBOL","SNOBOL 2"
"SNOBOL 2","SNOBOL"
"SNOBOL 2","SNOBOL 3"
"SNOBOL 3","SNOBOL 2"
"SNOBOL 3","SNOBOL 4"
"SNOBOL 4","SNOBOL 3"
"Sather 0.1","Sather 1.0"
"Sather 1.0","Sather 0.1"
"Sather 1.0","Sather 1.1"
"Sather 1.1","Sather 1.0"
"Sather 1.1","Sather 1.2.1"
"Sather 1.2.1","Sather 1.1"
"Scheme","Scheme MIT"
"Scheme 84","Scheme IEEE"
"Scheme 84","Scheme MIT"
"Scheme IEEE","Scheme 84"
"Scheme IEEE","Scheme R5RS"
"Scheme MIT","Scheme"
"Scheme MIT","Scheme 84"
"Scheme R5RS","Scheme IEEE"
"Self","Self 4.0"
"Self","Smalltalk-80"
"Self 4.0","Self"
"Self 4.0","Self 4.1"
"Self 4.1","Self 4.0"
"Self 4.1","Self 4.1.6"
"Self 4.1.6","Self 4.1"
"Sharp APL","APL"
"Sharp APL","J"
"Simula 67","Simula I"
"Simula I","ALGOL 60"
"Simula I","Simula 67"
"Smalltalk","LISP 1.5"
"Smalltalk","Simula 67"
"Smalltalk","Smalltalk-72"
"Smalltalk-72","Smalltalk"
"Smalltalk-72","Smalltalk-74"
"Smalltalk-74","Smalltalk-72"
"Smalltalk-74","Smalltalk-76"
"Smalltalk-76","Smalltalk-74"
"Smalltalk-76","Smalltalk-78"
"Smalltalk-78","Smalltalk-76"
"Smalltalk-78","Smalltalk-80"
"Smalltalk-80","AppleScript"
"Smalltalk-80","Dylan"
"Smalltalk-80","Oak"
"Smalltalk-80","Objective-C"
"Smalltalk-80","Ruby"
"Smalltalk-80","Self"
"Smalltalk-80","Smalltalk-78"
"Tcl","Tcl/TK"
"Tcl/Tk","Tcl"
"Tcl/Tk","Tcl/Tk 8.1"
"Tcl/Tk 8.1","Tcl/Tk"
"Tcl/Tk 8.2.3","Tcl/Tk 8.3"
"Tcl/Tk 8.3","Tcl/Tk 8.2.3"
"Tcl/Tk 8.3","Tcl/Tk 8.4"
"Tcl/Tk 8.4","Tcl/Tk 8.3"
"Tcl/Tk 8.4","Tcl/Tk 8.4.1"
"Tcl/Tk 8.4.1","Tcl/Tk 8.4"
"Tcl/Tk 8.4.1","Tcl/Tk 8.4.2"
"Tcl/Tk 8.4.2","Tcl/Tk 8.4.1"
"Tcl/Tk 8.4.2","Tcl/Tk 8.4.3"
"Tcl/Tk 8.4.3","Tcl/Tk 8.4.2"
"VB.NET","Visual Basic 6.0"
"VBScript","JavaScript"
"VBScript","VBScript 2.0"
"VBScript 2.0","JavaScript"
"VBScript 2.0","VBScript"
"Visual Basic 1.0","MS Basic 2.0"
"Visual Basic 1.0","VBScript"
"Visual Basic 1.0","Visual Basic 6.0"
"Visual Basic 6.0","VB.NET"
"Visual Basic 6.0","VBScript"
"Visual Basic 6.0","Visual Basic 1.0"
"awk","C"
"awk","C(K&R)"
"awk","Rex 1.00"
"awk","nawk"
"bash","ksh"
"bash","sh"
"csh","C"
"csh","C(K&R)"
"csh","Rex 1.00"
"csh","sh"
"csh","tcsh"
"ksh","Perl"
"ksh","bash"
"ksh","csh"
"nawk","awk"
"nawk","perl 1.000"
"object Logo","Logo"
"perl 1.000","nawk"
"perl 1.000","perl 3.000"
"perl 1.000","sh"
"perl 3.000","perl 1.000"
"perl 3.000","perl 4.000"
"perl 4.000","PP/Fl"
"perl 4.000","Perl 5.000"
"perl 4.000","Ruby"
"perl 4.000","perl 3.000"
"sh","bash"
"sh","csh"
"sh","ksh"
"tcsh","csh"
