"C#","Java 2 v1.2"
"C# (ECMA)","C#"
"C# (ECMA)","C#"
"C# (ECMA)","C# (ISO)"
"C# (ECMA)","C# ISO"
"C# (ISO)","C# (ECMA)"
"C# (ISO)","C# (ECMA)"
"C++","C with Classes"
"C++","C with Classes"
"C++","C++ ANSI/ISO"
"C++","C++ ANSI/ISO"
"C++","JavaScript 1.5"
"C++","Oak"
"C++ ANSI/ISO","C#"
"C++ ANSI/ISO","C++"
"C++ ANSI/ISO","C++"
"CLU","Ada"
"CLU","Pascal"
"CLU","Pascal"
"COBOL","COBOL 61"
"COBOL","COBOL 61"
"COBOL","COBOL 61 Extended"
"COBOL","COBOL 61 Extended"
"COBOL","COBOL 68 ANS"
"COBOL","COBOL 68 ANS"
"COBOL","Flow-Matic"
"COBOL","Flow-Matic"
"COBOL 2002 (draft)","OO COBOL"
"COBOL 2002 (draft)","OO COBOL"
"COBOL 61","COBOL"
"COBOL 61","COBOL"
"COBOL 61","COBOL 61 Extended"
"COBOL 61","COBOL 61 Extended"
"COBOL 61 Extended","COBOL"
"COBOL 61 Extended","COBOL"
"COBOL 61 Extended","COBOL 61"
"COBOL 61 Extended","COBOL 61"
"COBOL 61 Extended","PL/I"
"COBOL 61 Extended","PL/I"
"COBOL 68 ANS","COBOL"
"COBOL 68 ANS","COBOL"
"COBOL 68 ANS","COBOL 74 ANSI"
"COBOL 68 ANS","COBOL 74 ANSI"
"COBOL 74 ANSI","COBOL 68 ANS"
"COBOL 74 ANSI","COBOL 68 ANS"
"COBOL 74 ANSI","COBOL 85 OSI/ANSI"
"COBOL 74 ANSI","COBOL 85 OSI/ANSI"
"COBOL 85 OSI/ANSI","COBOL 74 ANSI"
"COBOL 85 OSI/ANSI","COBOL 74 ANSI"
"COBOL 85 OSI/ANSI","OO COBOL"
"COBOL 85 OSI/ANSI","OO COBOL"
"CPL","ALGOL 60"
"CPL","ALGOL 60"
"CPL","BCPL"
"CPL","BCPL"
"Caml","Caml 2-6."
"Caml","Caml 2-6.1"
"Caml","SML"
"Caml","SML"
"Caml 2-6.1","Caml"
"Caml 2-6.1","Caml"
"Caml 2-6.1","Caml 3.1"
"Caml 2-6.1","Caml 3.1"
"Caml 3.1","Caml 2-6.1"
"Caml 3.1","Caml 2.-6.1"
"Caml 3.1","Objective Caml"
"Caml 3.1","Objective Caml"
"Cedar","Mesa"
"Cedar","Mesa"
"Cedar","Oak"
"Clos","Common Lisp"
"Clos","Common Lisp"
"Clos","Dylan"
"Clos","Dylan"
"Clos","Haskell 1.0"
"Clos","Haskell 1.0"
"Cmm","LiveScript"
"Cmm","LiveScript"
"Common Lisp","Clos"
"Common Lisp","Common Lisp ANSI"
"Common Lisp","Common Lisp ANSI"
"Common Lisp","LISP 1.5"
"Common Lisp","LISP 1.5"
"Common Lisp","clos"
"Common Lisp ANSI","Common Lisp"
"Common Lisp ANSI","Common Lisp"
"Concurrent C","C (K&R)"
"Concurrent C","C (K&R)"
"Delphi","Borland Pascal Object"
"Delphi","Borland Pascal Object"
"Delphi","Delphi 5"
"Delphi","Delphi 5"
"Delphi","Visual Basic 1.0"
"Delphi","Visual Basic 1.0"
"Delphi 5","Delphi"
"Delphi 5","Delphi"
"Delphi 5","Delphi 6"
"Delphi 5","Delphi 6"
"Delphi 6","Delphi 5"
"Delphi 6","Delphi 5"
"Delphi 6","Delphi 7"
"Delphi 6","Delphi 7"
"Delphi 7","Delphi 6"
"Delphi 7","Delphi 6"
"Dylan","Clos"
"Dylan","Clos"
"Dylan","Smalltalk-80"
"Dylan","Smalltalk-80"
"ECMAScript","ECMAScript ed3"
"ECMAScript","ECMAScript ed3"
"ECMAScript ed3","ActionScript"
"ECMAScript ed3","ActionScript"
"ECMAScript ed3","ECMAScript"
"ECMAScript ed3","JScript"
"ECMAScript ed3","JScript"
"ECMAScript ed3","JavaScript"
"ECMAScript ed3","JavaScript 1.5"
"ECMAScript ed3","JavaScript 1.5"
"Eiffel","Ada 83 ANSI"
"Eiffel","Ada 83 ANSI"
"Eiffel","Eiffel 2"
"Eiffel","Eiffel 2"
"Eiffel","Simula 67"
"Eiffel","Simula 67"
"Eiffel 2","Eiffel"
"Eiffel 2","Eiffel"
"Eiffel 2","Eiffel 3"
"Eiffel 2","Eiffel 3"
"Eiffel 2","Ruby"
"Eiffel 2","Ruby"
"Eiffel 3","Eiffel 2"
"Eiffel 3","Eiffel 2"
"Eiffel 3","Eiffel 4"
"Eiffel 3","Eiffel 4"
"Eiffel 4","Eiffel 3"
"Eiffel 4","Eiffel 3"
"Eiffel 4","Eiffel 4.2"
"Eiffel 4","Eiffel 4.2"
"Eiffel 4.2","Eiffel 4"
"Eiffel 4.2","Eiffel 4"
"FORTRAN","FORTRAN I"
"FORTRAN","FORTRAN I"
"FORTRAN I","ALGOL 58"
"FORTRAN I","ALGOL 58"
"FORTRAN I","FORTRAN"
"FORTRAN I","FORTRAN"
"FORTRAN I","FORTRAN II"
"FORTRAN I","FORTRAN II"
"FORTRAN II","FORTRAN I"
"FORTRAN II","FORTRAN I"
"FORTRAN II","FORTRAN III"
"FORTRAN II","FORTRAN III"
"FORTRAN III","FORTRAN II"
"FORTRAN III","FORTRAN II"
"FORTRAN III","FORTRAN IV"
"FORTRAN III","FORTRAN IV"
"FORTRAN IV","FORTRAN III"
"FORTRAN IV","FORTRAN III"
"FORTRAN IV","FORTRAN IV (FORTRAN 66 ANS)"
"FORTRAN IV","FORTRAN IV (FORTRAN 66 ANS)"
"FORTRAN IV","PL/I"
"FORTRAN IV","PL/I"
"FORTRAN IV (FORTRAN 66 ANS)","FORTRAN IV"
"FORTRAN IV (FORTRAN 66 ANS)","FORTRAN IV"
"FORTRAN IV (FORTRAN 66 ANS)","FORTRAN V (FORTRAN 77 ANSI)"
"FORTRAN IV (FORTRAN 66 ANS)","FORTRAN V (FORTRAN 77 ANSI)"
"FORTRAN V (FORTRAN 77 ANSI)","FORTRAN IV (FORTRAN 66 ANS)"
"FORTRAN V (FORTRAN 77 ANSI)","FORTRAN IV (FORTRAN 66 ANS)"
"FORTRAN V (FORTRAN 77 ANSI)","Fortran 90 ISO"
"FORTRAN V (FORTRAN 77 ANSI)","Fortran 90 ISO"
"Flow-Matic","B-0"
"Flow-Matic","B-0"
"Flow-Matic","COBOL"
"Flow-Matic","COBOL"
"Forth","00 Forth"
"Forth","PostScript"
"Fortran 2000 (draft)","Fortran 95 ISO"
"Fortran 2000 (draft)","Fortran 95 ISO"
"Fortran 90 ISO","FORTRAN V (FORTRAN 77 ANSI)"
"Fortran 90 ISO","FORTRAN V (FORTRAN 77 ANSI)"
"Fortran 90 ISO","Fortran 95 ISO"
"Fortran 90 ISO","Fortran 95 ISO"
"Fortran 95 ISO","Fortran 2000 (draft)"
"Fortran 95 ISO","Fortran 2000 (draft)"
"Fortran 95 ISO","Fortran 90 ISO"
"Fortran 95 ISO","Fortran 90 ISO"
"Haskell 1.0","Clos"
"Haskell 1.0","Haskell 1.1"
"Haskell 1.0","Haskell 1.1"
"Haskell 1.0","Miranda"
"Haskell 1.0","Miranda"
"Haskell 1.1","Haskell 1.0"
"Haskell 1.1","Haskell 1.0"
"Haskell 1.1","Haskell 1.2"
"Haskell 1.1","Haskell 1.2"
"Haskell 1.2","Haskell 1.1"
"Haskell 1.2","Haskell 1.1"
"Haskell 1.2","Haskell 1.3"
"Haskell 1.2","Haskell 1.3"
"Haskell 1.3","Haskell 1.2"
"Haskell 1.3","Haskell 1.2"
"Haskell 1.3","Haskell 1.4"
"Haskell 1.3","Haskell 1.4"
"Haskell 1.4","Haskell 1.3"
"Haskell 1.4","Haskell 1.3"
"Haskell 1.4","Haskell 98"
"Haskell 1.4","Haskell 98"
"Haskell 98","Haskell 1.4"
"Haskell 98","Haskell 1.4"
"ISO C ( C95)","ISO C (C90)"
"ISO C ( C95)","ISO C (C99)"
"ISO C ( C95)","Objective-C"
"ISO C (C90)","ANSI C (C89)"
"ISO C (C90)","ANSI C (C89)"
"ISO C (C90)","ISO C ( C95)"
"ISO C (C90)","ISO C (C95)"
"ISO C (C95)","ISO C (C90)"
"ISO C (C95)","ISO C (C99)"
"ISO C (C95)","Objective-C"
"ISO C (C99)","ISO C (C95)"
"ISO C (C99)","ISO Cv(C95)"
"ISO C (C99)","Objective-C"
"ISO C (C99)","Objective-C"
"ISWIM","SASL"
"ISWIM","SASL"
"ISWIM","awk"
"Icon",""
"Icon","SNOBOL 4"
"J","K"
"J","K"
"J","Sharp APL"
"J","Sharp APL"
"JScript","ECMAScript"
"JScript","JScript"
"JScript","JScript"
"JScript","JScript"
"JScript","JavaScript"
"JScript","JavaScript"
"Java 1","Java 2 (v1.2)"
"Java 1","Java 2 (v1.2)"
"Java 1","Oak"
"Java 1","Oak"
"Java 2 ( v1.3)","Java 2 (v1.2)"
"Java 2 ( v1.3)","Java 2 (v1.4) early access"
"Java 2 (v1.2)","C#"
"Java 2 (v1.2)","C#"
"Java 2 (v1.2)","Java 1"
"Java 2 (v1.2)","Java 1"
"Java 2 (v1.2)","Java 2 ( v1.3)"
"Java 2 (v1.2)","Java 2 (v1.3)"
"Java 2 (v1.3)","Java 2 (v1.2)"
"Java 2 (v1.3)","Java 2 (v1.4)"
"Java 2 (v1.4)","Java 2 (v1.3)"
"Java 2 (v1.4)","Java 2 (v1.4.0_01)"
"Java 2 (v1.4) early access","Java 2 (v1.3)"
"Java 2 (v1.4) early access","Java 2 (v1.4.0_01)"
"Java 2 (v1.4.0_01)","Java 2 (v1.4)"
"Java 2 (v1.4.0_01)","Java 2 (v1.4)"
"Java 2 (v1.4.0_01)","Java 2 (v1.4.1)"
"Java 2 (v1.4.0_01)","Java 2 (v1.4.1)"
"Java 2 (v1.4.0_02)","Java 2 (v1.4.1)"
"Java 2 (v1.4.0_02)","Java 2 (v1.4.1_03)"
"Java 2 (v1.4.0_03)","Java 2 (v1.4.1_02)"
"Java 2 (v1.4.0_03)","Java 2 (v1.5)"
"Java 2 (v1.4.1)","ActionScript"
"Java 2 (v1.4.1)","ActionScript 2.0"
"Java 2 (v1.4.1)","Java 2 (v1.4.0_01)"
"Java 2 (v1.4.1)","Java 2 (v1.4.0_01)"
"Java 2 (v1.4.1)","Java 2 (v1.4.1_02)"
"Java 2 (v1.4.1)","Java 2 (v1.4.1_02)"
"Java 2 (v1.4.1_02)","Java 2 (v1.4.1)"
"Java 2 (v1.4.1_02)","Java 2 (v1.4.1_03)"
"Java 2 (v1.4.1_03)","Java 2 (v1.4.1_02)"
"Java 2 (v1.4.1_03)","Java 2 (v1.5) early release"
"Java 2 (v1.5)","Java 2 (v1.4.0_03)"
"Java 2 (v1.5) early release","Java 2 (v1.4.1_03)"
"JavaScript","ECMAScript"
"JavaScript","ECMAScript ed 3"
"JavaScript","JScript"
"JavaScript","JScript"
"JavaScript","JavaScript 1.5"
"JavaScript","JavaScript 1.5"
"JavaScript","LiveScript"
"JavaScript","LiveScript"
"JavaScript 1.5","ECMAScript ed3"
"JavaScript 1.5","ECMAScript ed3"
"JavaScript 1.5","JavaScript"
"JavaScript 1.5","JavaScript"
"K","APL 2"
"K","J"
"K","J"
"KRC","Miranda"
"KRC","Miranda"
"KRC","SASL"
"KRC","SASL"
"LISP","LISP 1"
"LISP","LISP 1"
"LISP 1","LISP"
"LISP 1","LISP"
"LISP 1","LISP 1.5"
"LISP 1","LISP 1.5"
"LISP 1.5","Common Lisp"
"LISP 1.5","Common Lisp"
"LISP 1.5","LISP 1"
"LISP 1.5","LISP 1"
"LISP 1.5","Logo"
"LISP 1.5","Logo"
"LISP 1.5","Scheme"
"LISP 1.5","Scheme"
"LISP 1.5","Smalltalk"
"LISP 1.5","Smalltalk"
"LiveScript","Cmm"
"LiveScript","Cmm"
"LiveScript","JavaScript"
"LiveScript","JavaScript"
"Logo","LISP 1.5"
"Logo","Object Logo"
"M","M ANSI"
"M","M ANSI"
"M","MUMPS ISO"
"M","MUMPS ISO"
"M ANSI","M"
"M ANSI","M"
"M ANSI","Open M"
"M ANSI","Open M"
"M ISO","Open M"
"M ISO","Open M"
"ML","Miranda"
"ML","Miranda"
"ML","SML"
"ML","SML"
"MS Basic 2.0","BASIC"
"MS Basic 2.0","BASIC"
"MS Basic 2.0","Visual Basic 1.0"
"MS Basic 2.0","Visual Basic 1.0"
"MUMPS","MUMPS (ANSI)"
"MUMPS","MUMPS (ANSI)"
"MUMPS (ANSI)","MUMPS"
"MUMPS (ANSI)","MUMPS"
"MUMPS (ANSI)","MUMPS (FIPS)"
"MUMPS (ANSI)","MUMPS (FIPS)"
"MUMPS (FIPS)","MUMPS (ANSI)"
"MUMPS (FIPS)","MUMPS (ANSI)"
"MUMPS (FIPS)","MUMPS ISO"
"MUMPS (FIPS)","MUMPS ISO"
"MUMPS ISO","M"
"MUMPS ISO","M"
"MUMPS ISO","MUMPS (FIPS)"
"MUMPS ISO","MUMPS (FIPS)"
"Mesa","ALGOL 68"
"Mesa","ALGOL 68"
"Mesa","Cedar"
"Mesa","Cedar"
"Mesa","Modula 2"
"Mesa","Pascal"
"Mesa","Pascal"
"Miranda","Haskell 1.0"
"Miranda","Haskell 1.0"
"Miranda","KRC"
"Miranda","KRC"
"Miranda","ML"
"Miranda","ML"
"Miranda","SASL"
"Miranda","SASL"
"Modula","Modula 2"
"Modula","Modula 2"
"Modula","Pascal"
"Modula","Pascal"
"Modula 2","Mesa"
"Modula 2","Modula"
"Modula 2","Modula"
"Modula 2","Modula 2 ISO"
"Modula 2","Modula 2 ISO"
"Modula 2","Modula 3"
"Modula 2","Modula 3"
"Modula 2","Oberon"
"Modula 2","Oberon"
"Modula 2 ISO","Modula 2"
"Modula 2 ISO","Modula 2"
"Modula 3","Modula 2"
"Modula 3","Modula 2"
"Modula 3","Python"
"Modula 3","Python"
"NetRexx","NetRexx 1.150"
"NetRexx","NetRexx 1.150"
"NetRexx","Oak"
"NetRexx","Oak"
"NetRexx","Rexx 3.2"
"NetRexx","Rexx 3.20"
"NetRexx 1.150","NetRexx"
"NetRexx 1.150","NetRexx"
"OO COBOL","COBOL 2002 (draft)"
"OO COBOL","COBOL 2002 (draft)"
"OO COBOL","COBOL 85 OSI/ANSI"
"OO COBOL","COBOL 85 OSI/ANSI"
"OO Forth","Forth"
"Oak","Ada 83 ANSI"
"Oak","Ada 83 ANSI"
"Oak","C++"
"Oak","C++"
"Oak","Cedar"
"Oak","Cedar"
"Oak","Java 1"
"Oak","Java 1"
"Oak","NetRexx"
"Oak","NetRexx"
"Oak","Objective-C"
"Oak","Objective-C"
"Oak","Scheme 84"
"Oak","Scheme 84"
"Oak","Smalltalk-80"
"Oak","Smalltalk-80"
"Oberon","Modula 2"
"Oberon","Oberon-2"
"Oberon-2","Oberon"
"Object Logo","Logo"
"Object Pascal","Pascal AFNOR"
"Object Pascal","Pascal AFNOR"
"Object Rexx","Rex 3.20"
"Objective Caml","Caml 3.1"
"Objective Caml","Caml 3.1"
"Objective-C","C (K&R)"
"Objective-C","C (K&R)"
"Objective-C","Oak"
"Objective-C","Smalltalk-80"
"Objective-C","Smalltalk-80"
"Open M","M ANSI"
"Open M","M ANSI"
"Open M","M ISO"
"Open M","M ISO"
"PHP 2.0","PHP 3.0"
"PHP 2.0","PHP 3.0"
"PHP 2.0","PHP/FI"
"PHP 2.0","PHP/FI"
"PHP 3.0","PHP 2.0"
"PHP 3.0","PHP 2.0"
"PHP 3.0","PHP 4.0"
"PHP 3.0","PHP 4.0"
"PHP 4.0","PHP 3.0"
"PHP 4.0","PHP 3.0"
"PHP 4.0","PHP 4.1.0"
"PHP 4.0","PHP 4.1.0"
"PHP 4.1.0","PHP 4.0"
"PHP 4.1.0","PHP 4.0"
"PHP 4.1.0","PHP 4.2.0"
"PHP 4.1.0","PHP 4.2.0"
"PHP 4.2.0","PHP 4.1.0"
"PHP 4.2.0","PHP 4.1.0"
"PHP 4.2.0","PHP 4.2.2"
"PHP 4.2.0","PHP 4.2.2"
"PHP 4.2.2","PHP 4.2.0"
"PHP 4.2.2","PHP 4.2.0"
"PHP 4.2.2","PHP 4.2.3"
"PHP 4.2.2","PHP 4.2.3"
"PHP 4.2.3","PHP 4.2.2"
"PHP 4.2.3","PHP 4.2.2"
"PHP 4.2.3","PHP 4.3.0"
"PHP 4.2.3","PHP 4.3.0"
"PHP 4.3.0","PHP 4.2.3"
"PHP 4.3.0","PHP 4.2.3"
"PHP 4.3.0","PHP 4.3.1"
"PHP 4.3.0","PHP 4.3.1"
"PHP 4.3.1","PHP 4.3.0"
"PHP 4.3.1","PHP 4.3.0"
"PHP 4.3.1","PHP 4.3.2"
"PHP 4.3.1","PHP 4.3.2"
"PHP 4.3.2","PHP 4.3.1"
"PHP 4.3.2","PHP 4.3.1"
"PHP 4.3.2","PHP 4.3.3"
"PHP 4.3.2","PHP 4.3.3"
"PHP 4.3.3","PHP 4.3.2"
"PHP 4.3.3","PHP 4.3.2"
"PHP/ FI","PHP 2.0"
"PHP/ FI","Perl 5.000"
"PHP/FI","PHP 2.0"
"PHP/FI","Perl 5.000"
"PHP/FI","Perl 5.000"
"PL/1 ANS","PL/1"
"PL/1 ANS","PL/I"
"PL/I","ALGOL 60"
"PL/I","ALGOL 60"
"PL/I","COBOL 61 Extended"
"PL/I","COBOL 61 Extended"
"PL/I","FORTRAN IV"
"PL/I","FORTRAN IV"
"PL/I","PL/1 ANS"
"PL/I","PL/1 ANS"
"PL/I","PL/M"
"PL/I","PL/M"
"PL/M","PL/I"
"Pascal","ALGOL 68"
"Pascal","ALGOL 68"
"Pascal","Ada"
"Pascal","Ada"
"Pascal","CLU"
"Pascal","CLU"
"Pascal","Mesa"
"Pascal","Mesa"
"Pascal","Modula"
"Pascal","Modula"
"Pascal","Pascal AFNOR"
"Pascal","Pascal AFNOR"
"Pascal AFNOR","Borland Pascal Object"
"Pascal AFNOR","Borland Pascal Object"
"Pascal AFNOR","Object Pascal"
"Pascal AFNOR","Object Pascal"
"Pascal AFNOR","Pascal"
"Pascal AFNOR","Pascal"
"Perl 4.000","Perl 5.000"
"Perl 4.000","Ruby"
"Perl 4.000","per. 3.000"
"Perl 5.000","PHP/FI"
"Perl 5.000","Perl 4.000"
"Perl 5.000","Perl 4.000"
"Perl 5.000","Perl 5.005_50"
"Perl 5.000","Perl 5.005_50"
"Perl 5.005_05","Perl 5.000"
"Perl 5.005_05","Perl 5.6.0"
"Perl 5.005_50","Perl 5.000"
"Perl 5.005_50","Perl 5.6.0"
"Perl 5.6.0","0"
"Perl 5.6.0","Perl 5.005_50"
"Perl 5.6.0","Perl 5.005_50"
"Perl 5.6.0","Perl 5.7"
"Perl 5.6.0","Perl 5.7.0"
"Perl 5.7,0","Perl 5.6.0"
"Perl 5.7,0","Perl 5.8.0"
"Perl 5.7.0","Perl 5.6.0"
"Perl 5.7.0","Perl 5.8.0"
"Perl 5.8.0","0"
"Perl 5.8.0","Perl 5.7"
"Perl 5.8.0","Perl 5.7.0"
"Perl 5.8.0","Perl 5.8.2"
"Perl 5.8.0","Perl 5.8.2"
"Perl 5.8.2","Perl 5.8.0"
"Perl 5.8.2","Perl 5.8.0"
"PostScript","Forth"
"PostScript","PostScript level 2"
"PostScript level 2","PostScript"
"PostScript level 2","PostScript level 3"
"PostScript level 3","PostScript level 2"
"Prolog","Prolog II"
"Prolog","Prolog II"
"Prolog II","Prolog"
"Prolog II","Prolog"
"Prolog II","Prolog III"
"Prolog II","Prolog III"
"Prolog III","Prolog II"
"Prolog III","Prolog II"
"Prolog III","Prolog IV"
"Prolog III","Prolog IV"
"Prolog IV","Prolog III"
"Prolog IV","Prolog III"
"Python","ABC"
"Python","ANSI C"
"Python","ANSI C (C89)"
"Python","Modula 3"
"Python","Modula 3"
"Python","Python 1.5.2"
"Python","Python 1.5.2"
"Python","Ruby"
"Python","Ruby"
"Python 1.5.2","Python"
"Python 1.5.2","Python"
"Python 1.5.2","Python 1.6"
"Python 1.5.2","Python 1.6"
"Python 1.6","Python 1.5.2"
"Python 1.6","Python 1.5.2"
"Python 1.6","Python 2.0"
"Python 1.6","Python 2.0"
"Python 2.0","Python 1.6"
"Python 2.0","Python 1.6"
"Python 2.0","Python 2.1"
"Python 2.0","Python 2.1"
"Python 2.1","Python 2.0"
"Python 2.1","Python 2.0"
"Python 2.1","Python 2.2"
"Python 2.1","Python 2.2"
"Python 2.2","Python 2.1"
"Python 2.2","Python 2.1"
"Python 2.2","Python 2.2.1"
"Python 2.2","Python 2.2.1"
"Python 2.2.1","Python 2.2"
"Python 2.2.1","Python 2.2"
"Python 2.2.1","Python 2.2.2"
"Python 2.2.1","Python 2.2.2"
"Python 2.2.2","Python 2.2.1"
"Python 2.2.2","Python 2.2.1"
"Python 2.2.2","Python 2.3a2"
"Python 2.2.2","Python 2.3a2"
"Python 2.2.3","Python 2.3"
"Python 2.2.3","Python 2.3"
"Python 2.2.3","Python 2.3a2"
"Python 2.2.3","Python 2.3a2"
"Python 2.3","Python 2.2.3"
"Python 2.3","Python 2.2.3"
"Python 2.3","Python 2.3.1"
"Python 2.3","Python 2.3.1"
"Python 2.3.1","Python 2.3"
"Python 2.3.1","Python 2.3"
"Python 2.3a2","Python 2.2.2"
"Python 2.3a2","Python 2.2.2"
"Python 2.3a2","Python 2.2.3"
"Python 2.3a2","Python 2.2.3"
"Rex 1.00","Rex 2.00"
"Rex 2.00","Rex 1.00"
"Rex 2.00","Rex 3.00"
"Rex 3.00","Rex 2.00"
"Rex 3.00","Rexx 3.20"
"Rexx 3.2","Object Rexx"
"Rexx 3.2","Rex 3.00"
"Ruby","Eiffel 2"
"Ruby","Eiffel 2"
"Ruby","Perl 4.000"
"Ruby","Perl 4.000"
"Ruby","Python"
"Ruby","Python"
"Ruby","Ruby 0.95"
"Ruby","Ruby 0.95"
"Ruby","Smalltalk-80"
"Ruby","Smalltalk-80"
"Ruby 0.95","Ruby"
"Ruby 0.95","Ruby"
"Ruby 0.95","Ruby 1.1 alpha 0"
"Ruby 0.95","Ruby 1.1 aplha 0"
"Ruby 1.1 alpha 0","Ruby 0.95"
"Ruby 1.1 alpha 0","Ruby 1.3.2"
"Ruby 1.1 aplha 0","Ruby 0.95"
"Ruby 1.1 aplha 0","Ruby 1.3.2"
"Ruby 1.3.2","Ruby 1.1 alpha 0"
"Ruby 1.3.2","Ruby 1.1 alpha 0"
"Ruby 1.3.2","Ruby 1.6.1"
"Ruby 1.3.2","Ruby 1.6.1"
"Ruby 1.6.1","Ruby 1.3.2"
"Ruby 1.6.1","Ruby 1.3.2"
"Ruby 1.6.1","Ruby 1.6.5"
"Ruby 1.6.1","Ruby 1.6.5"
"Ruby 1.6.5","Ruby 1.6.1"
"Ruby 1.6.5","Ruby 1.6.1"
"Ruby 1.6.5","Ruby 1.6.7"
"Ruby 1.6.5","Ruby 1.6.7"
"Ruby 1.6.7","Ruby 1.6.5"
"Ruby 1.6.7","Ruby 1.6.5"
"Ruby 1.6.7","Ruby 1.6.8"
"Ruby 1.6.7","Ruby 1.6.8"
"Ruby 1.6.8","Ruby 1.6.7"
"Ruby 1.6.8","Ruby 1.6.7"
"Ruby 1.6.8","Ruby 1.8"
"Ruby 1.6.8","Ruby 1.8"
"Ruby 1.8","Ruby 1.6.8"
"Ruby 1.8","Ruby 1.6.8"
"SASL","ISWIM"
"SASL","ISWIM"
"SASL","KRC"
"SASL","KRC"
"SASL","Miranda"
"SASL","Miranda"
"SML","Caml"
"SML","Caml"
"SML","ML"
"SML","SM"
"SML","SML '90"
"SML","SML '90"
"SML '90","SML"
"SML '90","SML"
"SML '90","SML '97"
"SML '90","SML '97"
"SML '97","SML '90"
"SML '97","SML '90"
"SNOBOL","SNOBOL 2"
"SNOBOL","SNOBOL 2"
"SNOBOL 2","SNOBOL"
"SNOBOL 2","SNOBOL"
"SNOBOL 2","SNOBOL 3"
"SNOBOL 2","SNOBOL 3"
"SNOBOL 3","SNOBOL 2"
"SNOBOL 3","SNOBOL 2"
"SNOBOL 3","SNOBOL 4"
"SNOBOL 3","SNOBOL 4"
"SNOBOL 4","Icon"
"SNOBOL 4","SNOBOL 3"
"SNOBOL 4","SNOBOL 3"
"Sather 0.1","Sather 1.0"
"Sather 0.1","Sather 1.0"
